Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2004-09-17,10.7334,10.9634,10.7334,10.9634,51379.384121611
2004-09-20,10.9634,11.0088,10.7334,10.8269,55960.439108712
2004-09-21,10.8269,10.9153,10.687,10.8269,56240.538552645
2004-09-22,10.7788,10.8269,10.7334,10.7788,30146.70300845
2004-09-23,10.7334,10.7334,10.4578,10.5513,69065.663295668
2004-09-24,10.5513,10.7334,10.5059,10.7334,89599.810693551
2004-09-27,10.5977,11.0088,10.5513,10.8741,157509.63505936
2004-09-28,10.8741,11.1032,10.8741,10.9634,129244.74300892
2004-09-29,11.0561,11.5136,11.0561,11.5136,348843.85031546
2004-09-30,11.5547,11.601,11.3264,11.4208,285342.44821825
2004-10-01,11.4208,11.5136,11.3727,11.4208,204163.91305127
2004-10-04,11.5547,11.6963,11.3727,11.4663,298660.31932999
2004-10-05,11.4208,11.5136,11.3727,11.3727,220261.05660465
2004-10-06,11.4208,11.5136,11.1032,11.3264,154390.81349589
2004-10-07,11.4208,11.4663,11.1907,11.2844,123991.44935638
2004-10-08,11.1444,11.1444,10.7788,10.7788,125667.47296783
2004-10-11,10.5977,10.645,10.3704,10.5977,129425.37856868
2004-10-12,10.5977,10.5977,10.324,10.324,64307.402537916
2004-10-13,10.324,10.5513,10.324,10.5059,180524.66324636
2004-10-14,10.3704,10.645,10.3704,10.5059,53476.128530481
2004-10-15,10.5059,10.687,10.5059,10.5977,51091.281836423
2004-10-18,10.7334,11.1907,10.645,10.9153,179667.21596902
2004-10-19,11.1032,11.3264,10.7788,11.0561,173698.23965565
2004-10-20,11.1032,11.1032,10.687,10.7334,45715.659038981
2004-10-21,10.7788,10.7788,10.5513,10.687,66005.148147061
2004-10-22,10.5513,10.687,10.3704,10.3704,20705.636853352
2004-10-25,10.324,10.324,9.86561,10.0056,180097.08287072
2004-10-26,9.9593,10.2759,9.9593,10.0056,51736.082188987
2004-10-27,9.9593,10.0484,9.9593,9.9593,34655.732424254
2004-10-28,10.1884,10.4578,10.1403,10.2339,194397.01693078
2004-10-29,10.4167,10.7334,10.3704,10.645,116618.54603424
2004-11-02,10.9634,11.2371,10.8269,11.1907,178511.37703915
2004-11-03,11.2371,11.2371,10.9634,11.1907,138935.04050597
2004-11-04,11.1907,11.4208,11.1032,11.1907,122940.79062587
2004-11-05,11.2371,11.2844,10.7334,10.8741,74334.962630719
2004-11-08,11.1907,11.4663,11.1444,11.3264,270797.85586839
2004-11-09,11.3727,11.4208,11.1444,11.3727,202780.56477715
2004-11-10,11.4208,11.601,11.3264,11.5547,296122.27538904
2004-11-12,11.601,11.6491,11.1907,11.2371,109189.62282332
2004-11-15,11.2844,11.2844,10.9634,11.1032,195096.6939091
2004-11-16,11.0088,11.1907,10.8269,11.1444,59546.855254091
2004-11-17,11.1907,11.5136,11.1907,11.4208,220235.90481785
2004-11-18,11.4663,11.601,11.3727,11.601,117963.02336512
2004-11-19,11.6963,12.0131,11.6963,11.8774,407324.04115653
2004-11-22,11.7847,11.7847,11.601,11.601,82008.544131448
2004-11-23,11.5547,11.601,11.3264,11.3727,106665.29803881
2004-11-24,11.3264,11.5547,11.2844,11.4663,67586.280926487
2004-11-25,11.4663,11.5547,11.4208,11.5547,34419.076975706
2004-11-26,11.4663,11.601,11.4663,11.4663,18977.023142222
2004-11-29,11.5136,11.831,11.5136,11.6963,97253.95672266
2004-11-30,11.601,11.7847,11.5136,11.6963,128626.2377062
2004-12-01,11.601,11.9675,11.601,11.831,236648.58896929
2004-12-02,11.8774,12.3349,11.8774,12.1066,505983.068151
2004-12-03,12.2404,12.2404,12.0131,12.1066,61027.380886308
2004-12-06,12.0593,12.3812,11.9675,12.3349,414105.87748882
2004-12-07,12.3349,12.4232,12.1949,12.2876,109125.60009328
2004-12-08,12.2876,12.3812,12.0131,12.0131,105645.50741029
2004-12-09,12.0593,12.3349,12.0593,12.2876,119761.37612148
2004-12-10,12.2876,12.3349,12.1538,12.3349,201205.14831291
2004-12-13,12.3349,12.5159,12.1949,12.4232,101972.20327414
2004-12-14,12.4704,12.4704,12.1949,12.1949,44602.120841468
2004-12-15,12.2876,12.3812,12.1949,12.1949,240573.41097346
2004-12-16,12.1538,12.3812,12.1538,12.3812,249099.86669939
2004-12-17,12.3812,12.4232,12.3349,12.4232,94168.289787251
2004-12-20,12.6095,13.0626,12.6095,13.0206,543344.90418256
2004-12-21,13.157,13.157,12.8334,12.8806,92090.980850001
2004-12-22,12.8334,12.9742,12.6095,12.7923,100647.16141488
2004-12-23,12.7923,12.8806,12.7459,12.8806,39496.308120631
2004-12-24,12.9261,12.9261,12.8334,12.8806,9898.3713696826
2004-12-27,12.7923,12.9742,12.7923,12.9742,17272.417954859
2004-12-28,12.9742,12.9742,12.7923,12.9261,24103.414597715
2004-12-29,12.8806,12.9742,12.8334,12.9261,44028.202797164
2004-12-30,12.8806,12.9261,12.8334,12.8806,22756.650740764
2004-12-31,12.7459,12.7459,12.6524,12.7459,42077.796056961
2005-01-03,12.6524,13.0206,12.6524,12.6524,184324.86957956
2005-01-04,12.6524,12.7459,12.1538,12.1538,150972.45701687
2005-01-05,12.0131,12.4232,11.9675,12.2876,332699.83297759
2005-01-06,12.2876,12.4232,12.1949,12.2404,156596.16789322
2005-01-07,12.3349,12.3349,11.8774,12.1066,140019.99712757
2005-01-10,12.1949,12.2404,12.0131,12.1949,84925.008137461
2005-01-11,12.1538,12.1949,11.8774,12.1066,108559.68489023
2005-01-12,12.1949,12.1949,11.9675,12.0131,118434.04773614
2005-01-13,12.1066,12.1949,11.7418,11.7847,80765.817210814
2005-01-14,11.6963,11.6963,11.2844,11.6491,258946.79123243
2005-01-17,11.6963,11.8774,11.6491,11.6963,55048.115205615
2005-01-18,11.6963,11.7847,11.5547,11.5547,153928.93522916
2005-01-19,11.5136,11.8774,11.5136,11.7847,112676.57508452
2005-01-20,11.6963,11.9229,11.6491,11.8774,170899.53174239
2005-01-21,11.9675,12.1538,11.7418,11.831,474392.4239275
2005-01-24,11.6963,11.8774,11.4663,11.831,116411.61542464
2005-01-25,11.7847,12.1066,11.7847,12.0131,40369.761080488
2005-01-26,12.0131,12.1538,12.0131,12.0131,25666.255168558
2005-01-27,11.9229,12.1066,11.831,11.9229,33454.162972933
2005-01-28,11.8774,11.9675,11.831,11.9229,35738.402519783
2005-01-31,12.0593,12.2876,11.9675,12.1066,53971.161425269
2005-02-01,12.1538,12.3812,12.0593,12.3349,110280.2957601
2005-02-02,12.4232,12.4704,12.2404,12.2404,41366.686448282
2005-02-03,12.1538,12.3349,12.1538,12.2404,14096.433239569
2005-02-04,12.1949,12.3349,12.1538,12.1538,36911.390395192
2005-02-07,12.1949,12.3349,12.1538,12.2876,33529.618333339
2005-02-08,12.2404,12.5159,12.2404,12.4704,123752.50738176
2005-02-09,12.5631,12.5631,12.2876,12.5159,35390.850556698
2005-02-10,12.5159,12.5631,12.3349,12.4704,26824.380624493
2005-02-11,12.4232,12.5631,12.2404,12.3349,121015.53567247
2005-02-14,12.3349,12.4232,12.2876,12.2876,48105.078785185
2005-02-15,12.2404,12.4232,12.1949,12.4232,68359.126739135
2005-02-16,12.4232,12.6095,12.3812,12.4232,37320.678562245
2005-02-17,12.5631,13.1089,12.3812,12.8334,346061.14808471
2005-02-18,12.8334,13.4317,12.8334,13.1089,277426.49495379
2005-02-21,13.0626,13.2918,13.0206,13.2489,123514.70867018
2005-02-22,13.157,13.2489,12.8806,12.9742,112722.30560598
2005-02-23,13.1089,13.2026,12.9261,13.0626,39447.147810063
2005-02-24,13.157,13.2026,13.0206,13.1089,246329.74036204
2005-02-25,13.157,13.3382,13.1089,13.2489,190913.49445869
2005-02-28,13.7019,14.1174,13.7019,13.8428,588091.07616662
2005-03-01,14.023,14.023,13.3845,13.66,350065.99850144
2005-03-02,13.66,13.7493,13.0626,13.2489,195479.68702631
2005-03-03,13.2489,13.4317,13.1089,13.1089,138646.93822078
2005-03-04,13.157,13.3382,13.1089,13.3382,58218.383605723
2005-03-07,13.4746,13.7956,13.2918,13.7493,114288.57596593
2005-03-08,13.7019,13.7493,13.5192,13.7019,90384.089136564
2005-03-09,13.6137,14.023,13.6137,13.7019,100184.13988511
2005-03-10,13.7956,13.7956,13.3845,13.5192,44195.119200488
2005-03-11,13.5192,13.5665,13.3382,13.3845,73520.959348758
2005-03-14,13.2918,13.2918,13.157,13.2918,40265.72414417
2005-03-15,13.2026,13.4317,13.2026,13.4317,20632.468019019
2005-03-16,13.2489,13.3382,12.7923,12.9742,214356.10302133
2005-03-17,12.8806,13.1089,12.3812,12.9742,159569.79505106
2005-03-18,12.9742,13.1089,12.6095,12.8334,101127.33189019
2005-03-21,12.8806,12.8806,12.5631,12.6988,108734.60413481
2005-03-22,12.5631,12.7459,12.4232,12.7459,72700.096488579
2005-03-23,12.5159,12.9261,12.5159,12.8806,55998.166788915
2005-03-24,13.0206,13.2918,13.0206,13.157,72072.445081562
2005-03-29,13.2918,13.5192,13.2489,13.4746,123946.86209796
2005-03-30,13.5665,13.7493,13.5192,13.7493,292575.87344994
2005-03-31,13.7493,13.8428,13.4317,13.4317,127014.23682479
2005-04-01,13.5665,13.8428,13.5665,13.7019,127871.68410213
2005-04-04,13.7493,13.8428,13.7019,13.7019,25111.772595874
2005-04-05,13.7019,13.7956,13.3845,13.5665,27466.894450985
2005-04-06,13.7019,13.8884,13.5665,13.7956,65272.31654069
2005-04-07,13.4746,13.4746,12.6524,12.7923,735542.28303119
2005-04-11,12.7923,12.9742,12.6988,12.7923,69604.140185842
2005-04-12,12.7923,12.7923,12.6524,12.6988,81522.657340952
2005-04-13,12.7459,12.7459,12.4704,12.5631,131573.56981419
2005-04-14,12.4704,12.4704,11.9229,12.0593,235784.28211372
2005-04-15,11.9229,12.0593,11.6963,11.8774,164940.84479636
2005-04-18,11.7847,11.7847,11.4208,11.7418,100076.67315968
2005-04-19,11.7418,11.831,11.5547,11.601,108987.26526586
2005-04-20,11.6491,11.7847,11.6491,11.7418,146139.88416175
2005-04-21,11.7418,12.0131,11.7418,12.0131,133505.68434581
2005-04-22,12.1538,12.2404,11.8774,11.9675,39080.160375359
2005-04-25,11.9675,12.0131,11.8774,11.9675,6081.0160909381
2005-04-26,11.8774,11.8774,10.7788,10.7788,279686.72597688
2005-04-27,10.9153,11.0088,10.7334,10.7788,209987.69495901
2005-04-28,10.8269,11.3264,10.7334,11.1032,221344.86996321
2005-04-29,11.2844,11.2844,10.5977,10.7788,82643.055116684
2005-05-02,10.7788,10.7788,10.2759,10.324,48957.953010386
2005-05-04,10.2339,10.4167,10.0957,10.2759,89843.325720318
2005-05-05,10.4578,10.5059,10.2339,10.3704,53256.62202748
2005-05-06,10.324,10.4167,10.1403,10.324,50730.010716901
2005-05-09,10.2339,10.2759,10.0484,10.0484,27916.196824314
2005-05-10,10.1403,10.1884,9.91293,9.91293,62010.587097665
2005-05-11,9.77727,10.324,9.77727,10.1884,105182.48588052
2005-05-12,10.324,10.5059,10.324,10.324,56173.086033493
2005-05-13,10.4167,10.5059,10.2759,10.4578,79258.996528758
2005-05-16,10.5059,10.7788,10.5059,10.687,132011.43955716
2005-05-17,10.8269,10.8269,10.4578,10.5059,81631.267329415
2005-05-18,10.5059,10.687,10.4167,10.5059,45845.991025138
2005-05-19,10.5977,10.9634,10.5977,10.8741,70500.458406427
2005-05-20,10.8741,11.1907,10.8741,11.1444,65087.107928783
2005-05-23,11.2844,11.3264,11.1907,11.1907,25207.806690937
2005-05-24,11.2844,11.2844,10.9634,10.9634,89616.959639098
2005-05-25,10.9634,11.1444,10.8741,11.1032,6694.9483415178
2005-05-27,11.1032,11.2844,11.0561,11.2844,25867.469462975
2005-05-30,11.3264,11.601,11.1907,11.3727,65202.577495465
2005-05-31,11.2844,11.4663,11.1907,11.3264,24684.192220238
2005-06-01,11.2371,11.2844,11.1032,11.2371,40465.795175551
2005-06-02,11.2371,11.3264,11.1907,11.2844,11855.637688105
2005-06-03,11.2371,11.3264,11.0088,11.1032,58562.505779698
2005-06-06,11.0561,11.0561,10.8269,10.8269,49826.832918096
2005-06-07,10.8741,11.1032,10.8741,11.0561,111465.85952891
2005-06-08,11.1032,11.1907,11.0088,11.1032,113955.88642232
2005-06-09,11.1032,11.2371,11.0088,11.1907,93841.316558823
2005-06-10,11.2844,11.3264,11.1032,11.1907,153102.3560538
2005-06-13,11.1032,11.1907,11.0088,11.1907,38171.266261373
2005-06-14,11.0561,11.1444,10.9634,11.0088,108723.17150444
2005-06-15,11.1444,11.1907,10.9634,11.1907,43918.449545664
2005-06-16,11.3264,11.3727,11.1032,11.1907,31345.985933698
2005-06-17,11.3264,11.5136,11.2371,11.4663,105751.83087268
2005-06-20,11.4208,11.7847,11.3727,11.7847,59048.392570194
2005-06-21,11.7847,11.9675,11.6963,11.9675,88211.889367287
2005-06-22,12.0593,12.3812,11.9675,12.3812,113029.84336279
2005-06-23,12.5159,12.5159,12.1538,12.2404,69096.531397653
2005-06-24,12.1949,12.1949,11.9675,12.1066,60703.83744699
2005-06-27,11.9675,12.0593,11.6963,12.0131,43855.570078659
2005-06-28,12.1066,12.2404,11.9229,12.2404,65294.038538382
2005-06-29,12.2404,12.2404,12.0593,12.1949,22217.030587554
2005-06-30,12.0593,12.2876,11.9229,12.1538,33356.985614834
2005-07-01,12.0131,12.4704,12.0131,12.3812,99783.997822349
2005-07-04,12.3349,12.5631,12.2404,12.5159,102081.95652564
2005-07-05,12.5631,12.5631,12.1066,12.1538,248416.19540358
2005-07-06,12.1538,12.3812,12.0593,12.3812,19689.276013938
2005-07-07,12.3812,12.3812,12.1066,12.2876,56310.277597869
2005-07-08,12.1949,12.4232,12.1949,12.3812,20226.609641075
2005-07-11,12.5631,12.8334,12.5631,12.8334,199892.68234705
2005-07-12,12.8806,12.8806,12.6988,12.7923,37500.17085897
2005-07-13,12.7923,12.8806,12.6988,12.6988,47430.553593673
2005-07-14,12.8334,13.157,12.7459,13.0626,147219.12446817
2005-07-15,13.0206,13.2489,12.8806,13.2489,70095.74329152
2005-07-18,13.7019,13.9775,13.66,13.7493,396439.03378638
2005-07-19,13.7493,13.8884,13.6137,13.7956,284410.68884353
2005-07-20,13.8428,13.9775,13.7019,13.8428,181059.71034743
2005-07-21,13.8428,13.9775,13.8428,13.9312,128462.75109198
2005-07-22,13.9312,14.3886,13.8884,14.2058,193545.28596862
2005-07-25,14.2058,15.0753,14.2058,15.0753,307015.28560045
2005-07-26,15.3027,15.6255,15.1671,15.4847,268347.84318125
2005-07-27,15.5318,15.5318,15.35,15.4383,219305.28870617
2005-07-28,15.4383,15.8958,15.4383,15.6675,189086.56012642
2005-07-29,15.6675,15.8494,14.9816,14.9816,286050.12803782
2005-08-01,15.1217,15.1671,14.7088,15.0263,82727.656581382
2005-08-02,15.1217,15.5318,15.1217,15.3954,131500.40097986
2005-08-03,15.3027,15.3027,14.8443,14.9816,240308.173949
2005-08-04,14.9816,15.1217,14.7088,15.0263,60752.997757558
2005-08-05,14.8443,15.2563,14.8443,15.1217,66110.328346416
2005-08-08,15.1671,15.6255,15.1671,15.4847,123642.75413026
2005-08-09,15.6255,15.8065,15.1671,15.3954,261307.62940272
2005-08-10,15.35,15.35,14.9816,15.1671,83843.481304968
2005-08-11,14.9816,15.0263,14.7088,14.7569,148744.23735881
2005-08-12,14.6169,14.7088,14.2058,14.434,127161.71775649
2005-08-16,14.3886,14.7569,14.2513,14.5697,217343.4493356
2005-08-17,14.4814,14.6641,14.3886,14.5697,20275.769951643
2005-08-18,14.4814,14.6169,14.3886,14.5294,7735.3177046977
2005-08-19,14.3886,14.7569,14.3886,14.6641,42940.959649489
2005-08-22,14.798,14.8443,14.5294,14.798,14746.949907315
2005-08-23,14.8443,14.8443,14.1174,14.8443,51935.009957331
2005-08-24,14.8443,14.8916,14.7088,14.8916,21234.967639234
2005-08-25,14.7088,14.7569,14.3886,14.6641,139244.86478885
2005-08-26,14.6169,14.798,14.4814,14.6169,356500.28287064
2005-08-29,14.4814,14.6641,14.434,14.6641,62360.425586822
2005-08-30,14.6641,14.8443,14.4814,14.7088,71340.756738227
2005-08-31,15.0753,15.2563,15.0753,15.2563,245178.47448433
2005-09-01,15.3027,15.5318,15.0753,15.4383,168350.05517108
2005-09-02,15.4383,15.4383,14.9816,15.3954,485726.73367098
2005-09-05,15.2563,15.5318,15.2563,15.4847,34294.461304732
2005-09-06,15.35,15.5773,15.35,15.5773,55442.540953195
2005-09-07,15.5773,15.7601,15.5318,15.7601,38577.124639316
2005-09-08,15.7601,15.7601,15.5773,15.713,25555.358654021
2005-09-09,15.713,16.1248,15.5773,16.0357,450677.71876219
2005-09-12,16.0357,16.2649,15.9885,16.2168,78164.893802865
2005-09-13,16.306,16.3987,16.1704,16.3523,186613.68217855
2005-09-14,16.3523,16.3523,15.8958,16.2649,14054.13250722
2005-09-15,16.0777,16.5824,16.0777,16.4468,137279.59562917
2005-09-16,16.5343,16.7171,16.4468,16.7171,72369.693471042
2005-09-19,16.4468,16.8098,16.4468,16.5343,52275.702342197
2005-09-20,16.5824,16.6279,15.8065,16.1248,37351.54666423
2005-09-21,16.2168,16.2168,15.6255,15.8958,60434.027370385
2005-09-22,15.713,15.8494,15.5773,15.7601,49043.69773812
2005-09-23,15.5773,15.8494,15.4847,15.4847,51096.998151605
2005-09-26,15.3027,15.9885,15.0753,15.713,34158.413003393
2005-09-27,15.5773,15.9421,15.4383,15.5318,102836.5101297
2005-09-28,15.6255,15.6255,14.8443,14.9816,189439.82840469
2005-09-29,14.9388,15.3027,14.9388,15.0753,590376.45897651
2005-09-30,15.21,15.3027,14.8443,15.0753,137280.73889221
2005-10-03,15.0753,15.1217,14.8916,15.0263,22973.870717691
2005-10-04,15.0263,15.4383,14.8443,15.2563,128322.1297385
2005-10-05,15.1671,15.35,14.9816,14.9816,234126.55071085
2005-10-06,14.8443,14.8443,14.5294,14.6169,202808.00309003
2005-10-07,14.4814,14.8443,13.7956,14.8443,95010.874645123
2005-10-10,14.8916,14.9388,14.6641,14.798,23767.295264996
2005-10-11,14.8443,14.9388,14.6641,14.9388,11516.088566275
2005-10-12,15.0263,15.0263,14.6641,14.9816,163424.87801001
2005-10-13,14.9816,14.9816,14.434,14.6169,152563.87916363
2005-10-14,14.4814,14.9816,14.434,14.9388,26660.894010279
2005-10-17,15.0753,15.1217,14.8916,14.9388,8940.316945128
2005-10-18,14.8443,15.1217,14.8443,14.8443,39977.621858982
2005-10-19,14.7088,14.7088,14.023,14.3405,90904.273818154
2005-10-20,14.3886,14.9816,14.3886,14.798,327668.33235412
2005-10-21,14.7569,15.2563,14.6641,15.0753,54582.807149776
2005-10-24,14.9388,15.3027,14.6169,15.0753,52114.502254056
2005-10-25,15.2563,15.5318,15.1217,15.2563,155454.0481198
2005-10-26,15.4383,15.4847,14.9816,15.3027,103074.30884129
2005-10-27,15.3954,15.3954,14.8443,14.9816,42953.535542891
2005-10-28,14.8443,15.5318,14.8443,15.5318,130341.13226089
2005-10-31,15.5318,15.9885,15.3027,15.7601,109267.3647098
2005-11-02,16.1248,16.306,15.8494,16.1248,147786.18293425
2005-11-03,16.2168,16.2649,15.8958,16.2168,74104.023497354
2005-11-04,16.2649,16.8579,16.2168,16.306,164043.38331273
2005-11-07,16.3987,16.3987,15.713,15.9421,100413.93575544
2005-11-08,15.9421,16.2168,15.8494,16.0357,138620.64317094
2005-11-09,15.9885,16.0357,15.8065,15.9885,53736.792502794
2005-11-10,15.9885,16.2649,15.6675,15.9885,133152.41606755
2005-11-14,16.1704,16.1704,15.6675,15.6675,243470.43950785
2005-11-15,15.7601,16.2168,15.7601,15.9885,23809.595997345
2005-11-16,15.8065,15.9421,15.4847,15.6255,156231.46698459
2005-11-17,15.7601,16.2649,15.6675,16.2649,291501.20619567
2005-11-18,16.3523,16.4468,16.1248,16.2649,114920.8004251
2005-11-21,16.3987,16.4468,16.0357,16.2649,277432.21126897
2005-11-22,16.4468,16.4468,16.1248,16.2168,29563.638859855
2005-11-23,16.1704,16.3523,16.0357,16.1248,141450.21918618
2005-11-24,16.1248,16.2168,15.8065,15.9885,215900.65138359
2005-11-25,15.9885,16.0357,15.6675,15.9421,120977.80799227
2005-11-28,15.9885,16.1248,15.9421,15.9885,91510.203227478
2005-11-29,16.1248,16.1248,15.9885,16.0357,15876.493787339
2005-11-30,15.9885,16.2168,15.6675,16.1248,87882.629612786
2005-12-01,16.1248,16.3987,16.0357,16.0777,99590.786369187
2005-12-02,16.2168,16.306,16.1248,16.2649,77640.136069129
2005-12-05,16.2168,16.4932,16.2168,16.4468,153041.76311287
2005-12-06,16.5824,16.6279,16.4932,16.6279,123286.05606289
2005-12-07,16.6279,16.6279,16.5343,16.6279,19331.434683525
2005-12-08,16.6279,16.6742,16.4468,16.6279,64699.541759422
2005-12-09,16.6742,16.8098,16.4468,16.8098,385558.59946838
2005-12-12,16.9034,18.0885,16.9034,17.9076,254542.94201598
2005-12-13,18.1349,18.1349,17.4955,17.6774,199255.88483574
2005-12-14,17.6774,18.0431,17.6319,18.0431,102522.11279467
2005-12-15,18.1349,18.2242,17.9076,18.2242,73215.708118023
2005-12-16,17.953,18.3186,17.953,18.2242,117505.71815054
2005-12-19,18.2242,18.2242,17.6319,17.6319,68943.334150767
2005-12-20,17.6774,17.7247,17.4501,17.4955,240166.40933248
2005-12-21,17.6774,17.7247,17.6319,17.7247,65853.094163212
2005-12-22,17.7247,17.7247,17.5848,17.6774,107281.51681546
2005-12-23,17.8131,17.8131,17.5419,17.6774,14610.901605976
2005-12-27,17.7719,17.9076,17.5419,17.7247,131176.85754054
2005-12-28,17.7247,17.9076,17.6319,17.6319,121400.81531576
2005-12-29,17.8131,17.953,17.6319,17.8602,65410.651368101
2005-12-30,17.6774,18.0011,17.4501,17.8131,76076.15223525
2006-01-02,17.7247,17.8131,17.6774,17.8131,32729.334207816
2006-01-03,17.8131,18.6808,17.8131,18.4996,104192.42009094
2006-01-04,18.7289,19.5082,18.2242,19.2336,214996.33032174
2006-01-05,19.1846,19.5957,18.8206,19.5957,225810.45538363
2006-01-06,19.6429,20.3287,19.5957,20.3287,327277.33639565
2006-01-09,20.7388,21.8357,20.5578,20.6461,160781.65386971
2006-01-10,20.6461,21.5611,20.3287,21.5611,240335.61226187
2006-01-11,21.925,22.839,21.925,22.3815,246401.76593334
2006-01-12,22.6108,22.6108,21.925,21.9722,59346.78422271
2006-01-13,21.7894,21.7894,20.599,21.3318,363478.7604452
2006-01-16,21.2392,21.6958,21.0152,21.4264,93005.59127917
2006-01-17,21.4684,21.6538,20.7862,21.1509,132529.33771268
2006-01-18,20.5114,20.5578,20.1467,20.5114,88064.408435584
2006-01-19,20.1012,21.1036,20.1012,20.3758,117854.41337666
2006-01-20,20.4179,20.5578,19.9595,20.0067,121329.9330075
2006-01-23,19.9194,20.0541,19.2336,20.0067,136226.65037259
2006-01-24,20.1467,20.2377,19.8703,20.1012,353677.56643362
2006-01-25,20.1012,20.1012,19.8703,20.0541,100025.22632304
2006-01-26,20.1012,20.2823,19.8703,20.0541,234020.22724846
2006-01-27,20.7388,20.828,19.9595,20.3287,200184.21442135
2006-01-30,20.599,20.599,20.0067,20.1012,97252.813459624
2006-01-31,20.0541,20.0541,18.8645,19.1846,98248.595564382
2006-02-01,19.1846,19.321,18.6397,19.321,55068.693940272
2006-02-02,19.5082,19.7784,19.321,19.6429,96282.183141668
2006-02-03,19.279,19.7312,18.8645,19.6429,77847.066678728
2006-02-06,19.6429,20.3287,19.0927,20.3287,38669.72894527
2006-02-07,20.3287,20.4179,19.6901,20.1887,62599.367561443
2006-02-08,20.0067,20.1012,19.9194,20.1012,20488.416876424
2006-02-09,20.1012,20.2823,19.9194,19.9595,56207.383924587
2006-02-10,19.8703,19.8703,19.5957,19.5957,49713.649877487
2006-02-13,19.4137,19.4137,18.9563,19.1846,327077.26536427
2006-02-14,19.0927,19.4137,18.9563,19.4137,387576.45872774
2006-02-15,19.4137,19.551,19.279,19.5082,118959.94873292
2006-02-16,19.5082,19.551,19.0927,19.4601,127073.68650268
2006-02-17,19.279,20.3287,19.279,20.3287,83721.152160067
2006-02-20,20.3758,21.3318,20.3758,21.2855,102870.80802079
2006-02-21,21.3792,21.4264,20.6461,20.8754,206388.70292023
2006-02-22,20.8754,20.8754,20.4643,20.5114,112994.40220866
2006-02-23,20.7388,20.9681,20.6461,20.8754,72897.880993887
2006-02-24,20.6934,20.6934,19.8248,19.9595,265738.91693205
2006-02-27,20.1012,20.1012,18.9563,19.6429,104661.15793589
2006-02-28,19.279,19.6901,18.546,18.546,108641.99982885
2006-03-01,18.5933,18.9563,18.546,18.9563,247537.02612855
2006-03-02,19.0927,19.279,18.8206,19.0927,187726.07711303
2006-03-03,19.3674,19.3674,18.183,18.7289,96908.691285649
2006-03-06,18.7289,18.7289,18.3186,18.546,80287.933261573
2006-03-07,18.3641,18.3641,17.9076,18.183,176221.42117712
2006-03-08,18.0011,18.1349,17.4501,17.5848,86476.416077939
2006-03-09,17.7247,17.7247,17.4955,17.5848,125852.68157974
2006-03-10,17.5848,17.5848,16.9462,17.1317,117919.57936974
2006-03-13,17.5848,17.5848,16.9462,17.1317,41015.704696088
2006-03-14,17.1317,17.3564,16.9462,17.3564,29727.125474069
2006-03-15,17.5419,17.8131,17.5419,17.7247,85226.829579087
2006-03-16,17.7719,17.8602,17.3564,17.7719,82672.779955632
2006-03-17,17.9076,17.9076,17.4955,17.4955,102145.97925568
2006-03-20,17.4955,17.4955,16.9926,16.9926,30598.291907852
2006-03-21,16.9034,16.9926,16.7634,16.9034,110639.28035355
2006-03-22,16.8098,17.5848,16.8098,17.3564,84185.31695287
2006-03-23,17.5419,18.0885,17.5419,18.0431,49906.861330649
2006-03-24,18.2705,18.546,18.0885,18.2242,312661.86173753
2006-03-27,18.4533,18.4996,17.5848,17.7719,206683.66478363
2006-03-28,17.7719,17.7719,17.3145,17.3564,118554.09035497
2006-03-29,17.3564,17.4955,16.9926,17.4037,256549.36864497
2006-03-30,17.4037,17.7247,17.2682,17.3145,49998.322373566
2006-03-31,17.3564,17.4501,17.3145,17.3145,180017.05445817
2006-04-03,17.3564,17.5848,17.22,17.4037,223688.55918796
2006-04-04,17.4037,17.5419,17.3145,17.4955,37244.079938802
2006-04-05,17.5848,17.5848,17.3564,17.4955,37495.597806824
2006-04-06,17.5848,17.5848,17.3564,17.4501,148763.67283043
2006-04-07,17.4501,18.0885,17.3564,18.0431,533332.20650923
2006-04-10,18.3641,18.9563,18.0885,18.3641,436998.57653092
2006-04-11,18.4996,18.6397,17.7247,17.7247,47228.19603622
2006-04-12,17.7719,18.0431,17.5848,18.0011,25078.617967817
2006-04-13,18.0011,18.0011,17.5848,17.7719,25457.038032886
2006-04-18,17.8131,18.2705,17.8131,18.183,105469.44490267
2006-04-19,18.3641,18.4533,18.1349,18.2242,72871.585944048
2006-04-20,18.2705,18.4105,18.0431,18.4105,29749.990734798
2006-04-21,18.4533,18.4533,17.8131,18.1349,27865.89325071
2006-04-24,18.1349,18.3186,17.8131,17.8131,79062.355286487
2006-04-25,17.8131,17.8131,17.4037,17.5848,134001.86050364
2006-04-26,17.5848,17.9076,17.4037,17.5848,735773.22216456
2006-04-27,17.5848,17.5848,16.9926,17.1317,125912.13125764
2006-04-28,17.1317,17.3145,16.9462,16.9926,116321.29764476
2006-05-02,16.9926,16.9926,16.8098,16.8579,45618.481680882
2006-05-04,16.5824,16.6279,16.0777,16.4468,133207.2926933
2006-05-05,16.4468,16.5824,16.3523,16.4468,134109.32722907
2006-05-08,16.4932,17.5848,16.4932,17.1736,158401.3802278
2006-05-09,17.3145,17.4037,17.1317,17.1736,68380.848736828
2006-05-10,17.1317,17.22,17.0389,17.1736,41765.685248007
